intent,example_question,response,category,tags,source
poi_best_time,Tell me about MM Alam Road poi best time.,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,MM_Alam_Road,generated/poi_specific
poi_hours,How to find poi hours at Anarkali?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Anarkali,generated/poi_specific
poi_hours,How to find poi hours at Minar-e-Pakistan?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Minar-e-Pakistan,generated/poi_specific
currency_payment,Are there any currency payment in Lahore?,Local currency is Pakistani Rupee (PKR). Cash is commonly used; cards accepted at many hotels and restaurants. ATMs are widely available in Lahore.,currency,"currency,payment",generated/authoritative_general
poi_hours,Tell me about Walled City poi hours.,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Walled_City,generated/poi_specific
poi_best_time,Tell me about Bagh-e-Jinnah poi best time.,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Bagh-e-Jinnah,generated/poi_specific
how_to_book_tickets,Where is how to book tickets?,"Buy attraction tickets at counters or via official/reseller websites. For train/air, use official Pakistan Railways and airline sites or trusted booking portals.",how,"how,to,book",generated/authoritative_general
nearby_restaurants,What are the nearby restaurants for Emporium Mall?,Several restaurants and cafes are located near Emporium Mall; use mapping apps or ask locals for current top picks.,poi,Emporium_Mall,generated/poi_specific
poi_best_time,What are the poi best time for Walled City?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Walled_City,generated/poi_specific
weather_now,How to get to weather now?,Lahore has hot summers (May�Sept) and cool winters (Dec�Feb). Monsoon rains commonly occur Jul�Aug. Always check a live weather service before travel.,weather,"weather,now",generated/authoritative_general
best_food_in_lahore,Give me info about best food in lahore.,"Must-try dishes: Nihari, Paye, Lahori Chargha, Biryani, Samosas, and sweets like Jalebi and Falooda. Visit Gawalmandi and Fort Road Food Street for authentic local flavors.",travel_faq,"safety,food,services",generated/traveler_faqs
local_transport,Where is local transport?,"Local transport includes rickshaws, taxis, app-based rides (Careem), Lahore Metrobus, and Orange Line Metro for some city routes; check routes/timetables.",local,"local,transport",generated/authoritative_general
poi_entry_fee,How to find poi entry fee at Lahore Fort?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Lahore_Fort,generated/poi_specific
shopping_bargaining,How to get to shopping bargaining?,Bargaining is common in bazaars like Anarkali; expect to negotiate prices for handicrafts and textiles.,shopping,"shopping,bargaining",generated/authoritative_general
budget_hotels_list,Where is budget hotels list?,"Examples of budget stays: Guesthouses in Anarkali, Hotel One branch, small family inns near Mall Road, and hostel-like options in Old Lahore. Prices vary by season.",budget,"budget,hotels,list",generated/authoritative_general
how_to_reach_city,How to get to how to reach city?,"Lahore is accessible by air (Allama Iqbal Intl Airport), by train (Pakistan Railways), long-distance buses, and highways from Islamabad/Rawalpindi (M-2).",how,"how,to,reach",generated/authoritative_general
where_to_buy_sim,Give me info about where to buy sim.,SIM cards are sold at the airport and telecom shops; bring your passport for registration.,travel_faq,"safety,food,services",generated/traveler_faqs
poi_entry_fee,How to find poi entry fee at Wagah Border?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Wagah_Border,generated/poi_specific
visa_on_arrival_info,visa on arrival info,Visa-on-arrival rules change often�always verify on Pakistan's official e-visa portal before travel.,visa,"visa,on,arrival",generated/authoritative_general
nearby_restaurants,What are the nearby restaurants for Badshahi Mosque?,Several restaurants and cafes are located near Badshahi Mosque; use mapping apps or ask locals for current top picks.,poi,Badshahi_Mosque,generated/poi_specific
water_and_food_safety,Where is water and food safety?,Use bottled or filtered water; street food is delicious but choose busy stalls with high turnover for hygiene.,water,"water,and,food",generated/authoritative_general
is_wifi_available,I want to know is wifi available please.,"Wi-Fi is commonly available in hotels, cafes, and malls. Mobile internet (4G) is widely available with local SIMs.",travel_faq,"safety,food,services",generated/traveler_faqs
how_to_reach_city,Where is how to reach city?,"Lahore is accessible by air (Allama Iqbal Intl Airport), by train (Pakistan Railways), long-distance buses, and highways from Islamabad/Rawalpindi (M-2).",how,"how,to,reach",generated/authoritative_general
how_to_reach_city,how to reach city,"Lahore is accessible by air (Allama Iqbal Intl Airport), by train (Pakistan Railways), long-distance buses, and highways from Islamabad/Rawalpindi (M-2).",how,"how,to,reach",generated/authoritative_general
weather_now,Where is weather now?,Lahore has hot summers (May�Sept) and cool winters (Dec�Feb). Monsoon rains commonly occur Jul�Aug. Always check a live weather service before travel.,weather,"weather,now",generated/authoritative_general
shopping_bargaining,What is the shopping bargaining in Lahore?,Bargaining is common in bazaars like Anarkali; expect to negotiate prices for handicrafts and textiles.,shopping,"shopping,bargaining",generated/authoritative_general
nearby_restaurants,Tell me about Walled City nearby restaurants.,Several restaurants and cafes are located near Walled City; use mapping apps or ask locals for current top picks.,poi,Walled_City,generated/poi_specific
accessibility_info,What is the accessibility info in Lahore?,Some older historical sites have limited accessibility for wheelchairs due to heritage structures. Newer museums and hotels often provide accessible options.,accessibility,"accessibility,info",generated/authoritative_general
poi_best_time,How to find poi best time at Anarkali?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Anarkali,generated/poi_specific
poi_hours,Tell me about Fort Road Food Street poi hours.,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Fort_Road_Food_Street,generated/poi_specific
parking_nearby,Tell me about Mall Road parking nearby.,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Mall_Road,generated/poi_specific
train_info,Where is train info?,Pakistan Railways operates trains to Lahore from many cities; check the official Pakistan Railways website or app for schedules and bookings.,train,"train,info",generated/authoritative_general
poi_best_time,Tell me about Badshahi Mosque poi best time.,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Badshahi_Mosque,generated/poi_specific
events_and_festivals,Where is events and festivals?,"Major events: Basant (color festival - historically), cultural festivals, Lahore Literary Festival, and seasonal food festivals. Check current year schedules.",events,"events,and,festivals",generated/authoritative_general
nearby_restaurants,How to find nearby restaurants at Gaddafi Stadium?,Several restaurants and cafes are located near Gaddafi Stadium; use mapping apps or ask locals for current top picks.,poi,Gaddafi_Stadium,generated/poi_specific
goodbye,goodbye,Goodbye! Have a great trip to Lahore.,smalltalk,goodbye,generated/smalltalk
accessibility_info,Where is accessibility info?,Some older historical sites have limited accessibility for wheelchairs due to heritage structures. Newer museums and hotels often provide accessible options.,accessibility,"accessibility,info",generated/authoritative_general
parking_nearby,How to find parking nearby at Liberty Market?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Liberty_Market,generated/poi_specific
parking_nearby,What are the parking nearby for Minar-e-Pakistan?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Minar-e-Pakistan,generated/poi_specific
pet_friendly_policies,Where is pet friendly policies?,Many hotels do not allow pets; some private accommodations may. Check property policy before booking.,pet,"pet,friendly,policies",generated/authoritative_general
poi_hours,What are the poi hours for Ichhra Bazaar?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Ichhra_Bazaar,generated/poi_specific
budget_hotels_list,What is the budget hotels list in Lahore?,"Examples of budget stays: Guesthouses in Anarkali, Hotel One branch, small family inns near Mall Road, and hostel-like options in Old Lahore. Prices vary by season.",budget,"budget,hotels,list",generated/authoritative_general
poi_hours,Tell me about Lahore Fort poi hours.,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Lahore_Fort,generated/poi_specific
greeting,hi,Hello! I'm your Lahore travel assistant. How can I help you today?,smalltalk,greeting,generated/smalltalk
parking_nearby,How to find parking nearby at MM Alam Road?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,MM_Alam_Road,generated/poi_specific
restaurants_best,restaurants best,"Lahore is famous for food: try Anarkali, Gawalmandi Food Street, MM Alam Road for restaurants, and old-city eateries near Walled City for traditional Lahori cuisine.",restaurants,"restaurants,best",generated/authoritative_general
best_time_to_visit,Are there any best time to visit in Lahore?,"The best time to visit Lahore is from October to March for pleasant weather; avoid extreme summer heat. For festivals and cultural events, check local calendars.",best,"best,time,to",generated/authoritative_general
parking_nearby,What are the parking nearby for Bagh-e-Jinnah?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Bagh-e-Jinnah,generated/poi_specific
poi_entry_fee,What are the poi entry fee for Lahore Fort?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Lahore_Fort,generated/poi_specific
poi_hours,How to find poi hours at Ichhra Bazaar?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Ichhra_Bazaar,generated/poi_specific
poi_hours,Tell me about Packages Mall poi hours.,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Packages_Mall,generated/poi_specific
poi_best_time,Tell me about Fort Road Food Street poi best time.,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Fort_Road_Food_Street,generated/poi_specific
top_attractions_city,What is the top attractions city in Lahore?,"Top attractions in Lahore include the Lahore Fort, Badshahi Mosque, Shalimar Gardens, Minar-e-Pakistan, Walled City (Purani Lahore), and Lahore Museum.",top,"top,attractions,city",generated/authoritative_general
pet_friendly_policies,Tell me about the pet friendly policies in Lahore.,Many hotels do not allow pets; some private accommodations may. Check property policy before booking.,pet,"pet,friendly,policies",generated/authoritative_general
parking_nearby,Tell me about Bagh-e-Jinnah parking nearby.,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Bagh-e-Jinnah,generated/poi_specific
ticketing_and_timings,Where is ticketing and timings?,"Many attractions have entry fees and opening hours (e.g., Lahore Fort, Badshahi Mosque). Check official sites or onsite signage for current timings and ticket prices.",ticketing,"ticketing,and,timings",generated/authoritative_general
poi_best_time,What are the poi best time for Bagh-e-Jinnah?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Bagh-e-Jinnah,generated/poi_specific
airport_info,Where is airport info?,Allama Iqbal International Airport (LHE) handles domestic and international flights. Allow extra time for immigration and security checks.,airport,"airport,info",generated/authoritative_general
how_to_book_tickets,Are there any how to book tickets in Lahore?,"Buy attraction tickets at counters or via official/reseller websites. For train/air, use official Pakistan Railways and airline sites or trusted booking portals.",how,"how,to,book",generated/authoritative_general
poi_hours,What are the poi hours for Gulberg?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Gulberg,generated/poi_specific
poi_best_time,How to find poi best time at Ichhra Bazaar?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Ichhra_Bazaar,generated/poi_specific
parking_nearby,What are the parking nearby for Gaddafi Stadium?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Gaddafi_Stadium,generated/poi_specific
poi_best_time,Tell me about Ichhra Bazaar poi best time.,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Ichhra_Bazaar,generated/poi_specific
poi_entry_fee,Tell me about Minar-e-Pakistan poi entry fee.,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Minar-e-Pakistan,generated/poi_specific
where_to_exchange_currency,where to exchange currency in Lahore?,"Currency exchange is available at the airport, major banks, and exchange kiosks in central markets. Use official counters to avoid scams.",travel_faq,"safety,food,services",generated/traveler_faqs
is_wifi_available,Give me info about is wifi available.,"Wi-Fi is commonly available in hotels, cafes, and malls. Mobile internet (4G) is widely available with local SIMs.",travel_faq,"safety,food,services",generated/traveler_faqs
nearby_restaurants,How to find nearby restaurants at Lahore Fort?,Several restaurants and cafes are located near Lahore Fort; use mapping apps or ask locals for current top picks.,poi,Lahore_Fort,generated/poi_specific
day_trips_from_lahore,day trips from lahore,"Popular day trips: Wagah Border ceremony, Katas Raj Temples (longer), Hiran Minar, and trips to nearby national parks or Islamabad/Rawalpindi.",day,"day,trips,from",generated/authoritative_general
parking_nearby,How to find parking nearby at Minar-e-Pakistan?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Minar-e-Pakistan,generated/poi_specific
poi_best_time,What are the poi best time for Data Darbar?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Data_Darbar,generated/poi_specific
nearby_restaurants,What are the nearby restaurants for Gaddafi Stadium?,Several restaurants and cafes are located near Gaddafi Stadium; use mapping apps or ask locals for current top picks.,poi,Gaddafi_Stadium,generated/poi_specific
poi_hours,How to find poi hours at Wagah Border?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Wagah_Border,generated/poi_specific
nearby_restaurants,Tell me about Packages Mall nearby restaurants.,Several restaurants and cafes are located near Packages Mall; use mapping apps or ask locals for current top picks.,poi,Packages_Mall,generated/poi_specific
poi_hours,Tell me about MM Alam Road poi hours.,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,MM_Alam_Road,generated/poi_specific
poi_entry_fee,What are the poi entry fee for Packages Mall?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Packages_Mall,generated/poi_specific
poi_best_time,Tell me about Wagah Border poi best time.,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Wagah_Border,generated/poi_specific
visa_entry_requirements,visa entry requirements,Check Pakistan's official visa portal for requirements. Many nationalities require e-visa or visa on arrival depending on agreements�confirm before travel.,visa,"visa,entry,requirements",generated/authoritative_general
thanks,thanks,You're welcome! Let me know if you need more info.,smalltalk,thanks,generated/smalltalk
nearby_restaurants,What are the nearby restaurants for Anarkali?,Several restaurants and cafes are located near Anarkali; use mapping apps or ask locals for current top picks.,poi,Anarkali,generated/poi_specific
parking_nearby,Tell me about Walled City parking nearby.,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Walled_City,generated/poi_specific
airport_info,Tell me about the airport info in Lahore.,Allama Iqbal International Airport (LHE) handles domestic and international flights. Allow extra time for immigration and security checks.,airport,"airport,info",generated/authoritative_general
airport_info,What is the airport info in Lahore?,Allama Iqbal International Airport (LHE) handles domestic and international flights. Allow extra time for immigration and security checks.,airport,"airport,info",generated/authoritative_general
poi_best_time,How to find poi best time at Gulberg?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Gulberg,generated/poi_specific
budget_hotels_list,Tell me about the budget hotels list in Lahore.,"Examples of budget stays: Guesthouses in Anarkali, Hotel One branch, small family inns near Mall Road, and hostel-like options in Old Lahore. Prices vary by season.",budget,"budget,hotels,list",generated/authoritative_general
parking_nearby,How to find parking nearby at Anarkali?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Anarkali,generated/poi_specific
poi_entry_fee,How to find poi entry fee at Badshahi Mosque?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Badshahi_Mosque,generated/poi_specific
street_food_spots,Where is street food spots?,"Popular street-food spots include Gawalmandi, Anarkali Bazaar, and Fort Road Food Street for local specialties like nihari, paya, chargha, and halwa puri.",street,"street,food,spots",generated/authoritative_general
restaurants_best,What is the restaurants best in Lahore?,"Lahore is famous for food: try Anarkali, Gawalmandi Food Street, MM Alam Road for restaurants, and old-city eateries near Walled City for traditional Lahori cuisine.",restaurants,"restaurants,best",generated/authoritative_general
poi_best_time,What are the poi best time for Wagah Border?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Wagah_Border,generated/poi_specific
accessibility_info,Are there any accessibility info in Lahore?,Some older historical sites have limited accessibility for wheelchairs due to heritage structures. Newer museums and hotels often provide accessible options.,accessibility,"accessibility,info",generated/authoritative_general
cheap_hotels,Tell me about the cheap hotels in Lahore.,"Affordable options in Lahore include budget guesthouses and 2-3 star hotels near Anarkali, Liberty Market, and around Mall Road. Use Booking/Agoda to compare rates and read reviews.",cheap,"cheap,hotels",generated/authoritative_general
accessibility_info,How to get to accessibility info?,Some older historical sites have limited accessibility for wheelchairs due to heritage structures. Newer museums and hotels often provide accessible options.,accessibility,"accessibility,info",generated/authoritative_general
tour_guides_and_tours,Where is tour guides and tours?,Licensed tour guides operate in the Walled City and major attractions. Guided walking tours of the Walled City and food tours are popular.,tour,"tour,guides,and",generated/authoritative_general
nearby_restaurants,Tell me about Jilani Park nearby restaurants.,Several restaurants and cafes are located near Jilani Park; use mapping apps or ask locals for current top picks.,poi,Jilani_Park,generated/poi_specific
can_i_use_credit_cards,I want to know can i use credit cards please.,"Major hotels, restaurants, and malls accept credit/debit cards. Smaller shops and street vendors may prefer cash.",travel_faq,"safety,food,services",generated/traveler_faqs
top_attractions_city,Are there any top attractions city in Lahore?,"Top attractions in Lahore include the Lahore Fort, Badshahi Mosque, Shalimar Gardens, Minar-e-Pakistan, Walled City (Purani Lahore), and Lahore Museum.",top,"top,attractions,city",generated/authoritative_general
transport_from_islamabad,transport from islamabad in Lahore?,Drive via M-2 motorway (approx 4 hours) or take intercity buses; train services also connect Islamabad/Rawalpindi to Lahore.,travel_faq,"safety,food,services",generated/traveler_faqs
parking_info,Are there any parking info in Lahore?,Parking is available at major sites but limited near old-city attractions; use public transport or paid parking lots to avoid congestion.,parking,"parking,info",generated/authoritative_general
parking_nearby,What are the parking nearby for Fort Road Food Street?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Fort_Road_Food_Street,generated/poi_specific
best_time_to_visit,best time to visit,"The best time to visit Lahore is from October to March for pleasant weather; avoid extreme summer heat. For festivals and cultural events, check local calendars.",best,"best,time,to",generated/authoritative_general
poi_best_time,Tell me about Gulberg poi best time.,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Gulberg,generated/poi_specific
parking_nearby,How to find parking nearby at Shalimar Gardens?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Shalimar_Gardens,generated/poi_specific
nearby_restaurants,What are the nearby restaurants for Ichhra Bazaar?,Several restaurants and cafes are located near Ichhra Bazaar; use mapping apps or ask locals for current top picks.,poi,Ichhra_Bazaar,generated/poi_specific
emergency_numbers,What is the emergency numbers in Lahore?,"Important numbers: Police 15, Ambulance/Rescue 1122, Fire 16 (confirm locally). Save local embassy numbers if traveling internationally.",emergency,"emergency,numbers",generated/authoritative_general
poi_best_time,How to find poi best time at Allama Iqbal Airport?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Allama_Iqbal_Airport,generated/poi_specific
photography_policies,Tell me about the photography policies in Lahore.,Some heritage sites restrict photography or require a fee for professional photography. Always check onsite rules.,photography,"photography,policies",generated/authoritative_general
parking_nearby,Tell me about Jilani Park parking nearby.,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Jilani_Park,generated/poi_specific
weather_now,Tell me about the weather now in Lahore.,Lahore has hot summers (May�Sept) and cool winters (Dec�Feb). Monsoon rains commonly occur Jul�Aug. Always check a live weather service before travel.,weather,"weather,now",generated/authoritative_general
poi_hours,How to find poi hours at MM Alam Road?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,MM_Alam_Road,generated/poi_specific
poi_hours,Tell me about Ichhra Bazaar poi hours.,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Ichhra_Bazaar,generated/poi_specific
poi_entry_fee,What are the poi entry fee for Walled City?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Walled_City,generated/poi_specific
connectivity_internet,How to get to connectivity internet?,Mobile internet is widely available (4G). Major Pakistani telecoms operate in Lahore; buy a local SIM at the airport or markets if needed.,connectivity,"connectivity,internet",generated/authoritative_general
nearby_restaurants,How to find nearby restaurants at MM Alam Road?,Several restaurants and cafes are located near MM Alam Road; use mapping apps or ask locals for current top picks.,poi,MM_Alam_Road,generated/poi_specific
local_transport,local transport,"Local transport includes rickshaws, taxis, app-based rides (Careem), Lahore Metrobus, and Orange Line Metro for some city routes; check routes/timetables.",local,"local,transport",generated/authoritative_general
nearby_restaurants,Tell me about Liberty Market nearby restaurants.,Several restaurants and cafes are located near Liberty Market; use mapping apps or ask locals for current top picks.,poi,Liberty_Market,generated/poi_specific
currency_payment,Where is currency payment?,Local currency is Pakistani Rupee (PKR). Cash is commonly used; cards accepted at many hotels and restaurants. ATMs are widely available in Lahore.,currency,"currency,payment",generated/authoritative_general
poi_best_time,What are the poi best time for Shalimar Gardens?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Shalimar_Gardens,generated/poi_specific
poi_best_time,Tell me about Liberty Market poi best time.,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Liberty_Market,generated/poi_specific
poi_hours,How to find poi hours at Bagh-e-Jinnah?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Bagh-e-Jinnah,generated/poi_specific
parking_nearby,How to find parking nearby at Lahore Fort?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Lahore_Fort,generated/poi_specific
parking_nearby,What are the parking nearby for Emporium Mall?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Emporium_Mall,generated/poi_specific
best_time_to_visit,Where is best time to visit?,"The best time to visit Lahore is from October to March for pleasant weather; avoid extreme summer heat. For festivals and cultural events, check local calendars.",best,"best,time,to",generated/authoritative_general
how_to_book_tickets,What is the how to book tickets in Lahore?,"Buy attraction tickets at counters or via official/reseller websites. For train/air, use official Pakistan Railways and airline sites or trusted booking portals.",how,"how,to,book",generated/authoritative_general
best_food_in_lahore,Can you tell me best food in lahore?,"Must-try dishes: Nihari, Paye, Lahori Chargha, Biryani, Samosas, and sweets like Jalebi and Falooda. Visit Gawalmandi and Fort Road Food Street for authentic local flavors.",travel_faq,"safety,food,services",generated/traveler_faqs
night_curfew_or_restrictions,night curfew or restrictions,There is no general night curfew in Lahore; local events or security advisories may impose temporary restrictions�check local news.,night,"night,curfew,or",generated/authoritative_general
connectivity_internet,connectivity internet,Mobile internet is widely available (4G). Major Pakistani telecoms operate in Lahore; buy a local SIM at the airport or markets if needed.,connectivity,"connectivity,internet",generated/authoritative_general
local_transport,Are there any local transport in Lahore?,"Local transport includes rickshaws, taxis, app-based rides (Careem), Lahore Metrobus, and Orange Line Metro for some city routes; check routes/timetables.",local,"local,transport",generated/authoritative_general
covid_and_health,covid and health,Check local health advisories and vaccination requirements. Carry basic meds and consult travel health guidance before visiting.,covid,"covid,and,health",generated/authoritative_general
poi_entry_fee,Tell me about Walled City poi entry fee.,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Walled_City,generated/poi_specific
poi_entry_fee,How to find poi entry fee at Ichhra Bazaar?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Ichhra_Bazaar,generated/poi_specific
nightlife_and_dining,What is the nightlife and dining in Lahore?,Nightlife centers around dining�MM Alam Road and Gulberg have late-night restaurants; cultural evening events happen near the Fort and food streets.,nightlife,"nightlife,and,dining",generated/authoritative_general
poi_hours,What are the poi hours for Shalimar Gardens?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Shalimar_Gardens,generated/poi_specific
nearby_restaurants,Tell me about Gulberg nearby restaurants.,Several restaurants and cafes are located near Gulberg; use mapping apps or ask locals for current top picks.,poi,Gulberg,generated/poi_specific
nearby_restaurants,Tell me about Minar-e-Pakistan nearby restaurants.,Several restaurants and cafes are located near Minar-e-Pakistan; use mapping apps or ask locals for current top picks.,poi,Minar-e-Pakistan,generated/poi_specific
local_transport,What is the local transport in Lahore?,"Local transport includes rickshaws, taxis, app-based rides (Careem), Lahore Metrobus, and Orange Line Metro for some city routes; check routes/timetables.",local,"local,transport",generated/authoritative_general
poi_hours,What are the poi hours for Badshahi Mosque?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Badshahi_Mosque,generated/poi_specific
nearby_restaurants,How to find nearby restaurants at Packages Mall?,Several restaurants and cafes are located near Packages Mall; use mapping apps or ask locals for current top picks.,poi,Packages_Mall,generated/poi_specific
best_time_to_visit,Tell me about the best time to visit in Lahore.,"The best time to visit Lahore is from October to March for pleasant weather; avoid extreme summer heat. For festivals and cultural events, check local calendars.",best,"best,time,to",generated/authoritative_general
poi_hours,How to find poi hours at Jilani Park?,"Opening hours vary by site; many monuments open between 9:00 AM and 5:00 PM, but check the official site or on-site timings.",poi,Jilani_Park,generated/poi_specific
poi_entry_fee,Tell me about Mall Road poi entry fee.,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Mall_Road,generated/poi_specific
family_activities,How to get to family activities?,"Family-friendly activities include boat rides at Jilani Park, pony rides in Model Town (seasonal), visiting family-friendly restaurants, and parks like Bagh-e-Jinnah.",family,"family,activities",generated/authoritative_general
where_to_exchange_currency,I want to know where to exchange currency please.,"Currency exchange is available at the airport, major banks, and exchange kiosks in central markets. Use official counters to avoid scams.",travel_faq,"safety,food,services",generated/traveler_faqs
poi_entry_fee,How to find poi entry fee at Anarkali?,Some sites have nominal entry fees for adults and separate fees for foreigners; check the official ticket counter for exact rates.,poi,Anarkali,generated/poi_specific
nearby_restaurants,What are the nearby restaurants for Packages Mall?,Several restaurants and cafes are located near Packages Mall; use mapping apps or ask locals for current top picks.,poi,Packages_Mall,generated/poi_specific
tipping_culture,Are there any tipping culture in Lahore?,Tipping is appreciated in restaurants (5-10%) and for guides/porters depending on service.,tipping,"tipping,culture",generated/authoritative_general
tipping_culture,Tell me about the tipping culture in Lahore.,Tipping is appreciated in restaurants (5-10%) and for guides/porters depending on service.,tipping,"tipping,culture",generated/authoritative_general
greeting,hello,Hello! I'm your Lahore travel assistant. How can I help you today?,smalltalk,greeting,generated/smalltalk
nearby_restaurants,How to find nearby restaurants at Fort Road Food Street?,Several restaurants and cafes are located near Fort Road Food Street; use mapping apps or ask locals for current top picks.,poi,Fort_Road_Food_Street,generated/poi_specific
best_neighborhoods_to_stay,best neighborhoods to stay,"Popular neighborhoods: Gulberg (modern, malls), Liberty/Anarkali (shopping, food), Old City (heritage), DHA (upscale). Choose based on your priorities.",best,"best,neighborhoods,to",generated/authoritative_general
can_i_use_credit_cards,Can you tell me can i use credit cards?,"Major hotels, restaurants, and malls accept credit/debit cards. Smaller shops and street vendors may prefer cash.",travel_faq,"safety,food,services",generated/traveler_faqs
poi_best_time,What are the poi best time for Gaddafi Stadium?,"Visit early morning or late afternoon to avoid heat and crowds; for photography, golden hour is ideal.",poi,Gaddafi_Stadium,generated/poi_specific
parking_nearby,What are the parking nearby for Data Darbar?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,Data_Darbar,generated/poi_specific
parking_nearby,What are the parking nearby for MM Alam Road?,Paid parking may be available nearby; old city areas have limited parking so using public transport is recommended.,poi,MM_Alam_Road,generated/poi_specific
emergency_numbers,emergency numbers,"Important numbers: Police 15, Ambulance/Rescue 1122, Fire 16 (confirm locally). Save local embassy numbers if traveling internationally.",emergency,"emergency,numbers",generated/authoritative_general
local_transport,How to get to local transport?,"Local transport includes rickshaws, taxis, app-based rides (Careem), Lahore Metrobus, and Orange Line Metro for some city routes; check routes/timetables.",local,"local,transport",generated/authoritative_general
